DATE,CUST_ID,PROD_ID
2018-01-01 13:25:06,668,50
2018-01-01 13:27:07,385,52
2018-01-01 13:29:52,1234,2
2018-01-01 14:20:17,395,34
2018-01-01 14:27:47,971,3
2018-01-01 14:44:41,1403,48
2018-01-01 14:47:39,725,1
2018-01-01 14:52:32,89,0
2018-01-01 15:17:41,243,27
2018-01-01 15:39:40,607,74
2018-01-01 15:43:06,673,53
2018-01-01 15:43:13,1054,62
2018-01-01 15:49:00,242,35
2018-01-01 16:10:26,661,51
2018-01-01 16:19:07,405,39
2018-01-01 17:02:45,1228,51
2018-01-01 17:10:36,218,54
2018-01-01 17:19:28,384,18
2018-01-01 17:53:44,779,54
2018-01-01 17:55:11,207,53
2018-01-01 18:03:59,207,73
2018-01-01 18:04:33,737,1
2018-01-01 18:07:21,1466,8
2018-01-01 18:12:03,1234,51
2018-01-01 18:14:04,1304,82
2018-01-01 18:14:47,1186,2
2018-01-01 18:39:39,578,80
2018-01-01 18:45:43,139,27
2018-01-01 18:48:23,807,78
2018-01-01 18:49:05,1127,47
2018-01-01 19:07:13,1207,23
2018-01-01 19:22:11,1409,50
2018-01-01 19:24:28,115,52
2018-01-01 19:44:16,1145,81
2018-01-01 19:56:32,683,33
2018-01-01 20:15:00,737,55
2018-01-01 20:18:52,645,69
2018-01-01 20:26:38,1403,57
2018-01-01 20:27:23,1499,52
2018-01-01 21:02:18,675,53
2018-01-01 21:27:26,1277,1
2018-01-01 21:41:44,127,12
2018-01-01 21:45:06,1271,45
2018-01-01 21:53:51,932,27
2018-01-01 22:11:40,1056,31
2018-01-01 22:22:24,120,54
2018-01-01 22:30:22,1464,73
2018-01-01 22:33:49,1074,35
2018-01-01 22:34:07,915,33
2018-01-01 22:43:36,536,34
2018-01-01 22:47:15,44,17
2018-01-01 22:47:28,1183,69
2018-01-01 22:47:48,742,69
2018-01-01 23:02:31,1468,55
2018-01-01 23:31:51,1386,22
2018-01-01 23:39:52,1348,75
2018-01-01 23:52:57,1250,44
2018-01-02 00:01:31,1388,51
2018-01-02 00:14:05,769,24
2018-01-02 00:22:55,182,34
2018-01-02 00:24:59,871,3
2018-01-02 00:27:17,1388,23
2018-01-02 01:25:07,920,68
2018-01-02 01:25:12,11,53
2018-01-02 02:02:21,694,34
2018-01-02 02:05:49,1494,34
2018-01-02 02:22:50,174,35
2018-01-02 02:32:54,1466,53
2018-01-02 02:45:00,1214,7
2018-01-02 02:46:17,1466,45
2018-01-02 02:50:27,1282,51
2018-01-02 02:55:20,1351,11
2018-01-02 03:04:44,686,20
2018-01-02 03:08:05,798,1
2018-01-02 03:13:33,614,11
2018-01-02 03:15:15,500,80
2018-01-02 03:24:09,1463,3
2018-01-02 03:24:14,471,67
2018-01-02 03:27:11,661,73
2018-01-02 03:46:38,104,76
2018-01-02 03:52:52,304,76
2018-01-02 03:57:43,1317,70
2018-01-02 03:59:32,891,45
2018-01-02 04:06:21,554,22
2018-01-02 04:07:07,34,47
2018-01-02 04:35:30,532,27
2018-01-02 04:38:53,398,11
2018-01-02 05:09:07,720,11
2018-01-02 05:09:40,1178,76
2018-01-02 05:10:18,4,7
2018-01-02 05:18:22,1050,50
2018-01-02 05:25:36,183,70
2018-01-02 05:28:13,125,47
2018-01-02 05:33:30,1102,27
2018-01-02 05:40:06,364,76
2018-01-02 05:50:50,198,11
2018-01-02 06:01:12,474,1
2018-01-02 06:06:35,862,9
2018-01-02 06:11:18,69,52
2018-01-02 06:11:20,951,36
2018-01-02 06:40:30,383,46
2018-01-02 06:42:56,1315,67
2018-01-02 07:09:16,1425,80
2018-01-02 07:12:56,1424,11
2018-01-02 07:17:21,1050,36
2018-01-02 07:31:39,847,60
2018-01-02 07:46:06,1453,69
2018-01-02 08:13:44,1223,33
2018-01-02 08:54:01,758,8
2018-01-02 09:08:12,1090,60
2018-01-02 09:30:55,1104,51
2018-01-02 10:09:59,292,84
2018-01-02 10:24:50,305,34
2018-01-02 10:43:34,1080,11
2018-01-02 10:48:23,880,1
2018-01-02 11:03:48,518,8
2018-01-02 11:20:00,241,12
2018-01-02 11:37:24,165,35
2018-01-02 11:54:01,488,51
2018-01-02 11:54:34,534,7
2018-01-02 12:06:40,87,25
2018-01-02 12:14:39,135,33
2018-01-02 12:19:27,292,11
2018-01-02 12:26:35,313,25
2018-01-02 12:30:41,947,52
2018-01-02 12:42:23,1376,62
2018-01-02 12:47:33,1222,3
2018-01-02 12:52:44,1400,3
2018-01-02 12:53:19,314,76
2018-01-02 13:07:39,399,75
2018-01-02 13:07:44,584,75
2018-01-02 13:35:31,890,65
2018-01-02 13:42:06,870,53
2018-01-02 13:42:42,1471,2
2018-01-02 13:49:28,1107,73
2018-01-02 14:10:06,50,20
2018-01-02 14:23:51,240,43
2018-01-02 14:25:56,1059,33
2018-01-02 14:35:07,161,28
2018-01-02 14:52:52,717,84
2018-01-02 14:54:33,1111,66
2018-01-02 15:08:55,735,25
2018-01-02 15:22:54,198,5
2018-01-02 15:41:12,412,55
2018-01-02 15:43:25,532,80
2018-01-02 15:44:28,813,62
2018-01-02 15:44:47,341,52
2018-01-02 15:58:50,1007,27
2018-01-02 16:10:44,1110,52
2018-01-02 16:36:54,139,55
2018-01-02 16:40:47,12,35
2018-01-02 16:44:47,248,17
2018-01-02 16:50:10,1104,67
2018-01-02 16:57:14,367,70
2018-01-02 17:01:20,705,52
2018-01-02 17:22:51,154,43
2018-01-02 17:29:08,1230,76
2018-01-02 17:30:14,446,50
2018-01-02 17:31:09,305,69
2018-01-02 17:39:01,53,82
2018-01-02 17:57:02,1220,1
2018-01-02 17:58:13,1366,38
2018-01-02 18:15:05,156,67
2018-01-02 18:52:03,467,34
2018-01-02 18:59:20,961,50
2018-01-02 19:02:45,520,78
2018-01-02 19:11:19,1052,50
2018-01-02 19:29:22,235,25
2018-01-02 19:54:13,303,53
2018-01-02 19:57:56,1250,7
2018-01-02 20:04:54,853,22
2018-01-02 20:22:59,1409,80
2018-01-02 20:56:45,680,1
2018-01-02 21:07:07,1163,39
2018-01-02 21:18:39,156,34
2018-01-02 21:27:54,198,24
2018-01-02 21:30:06,804,34
2018-01-02 21:34:04,1408,67
2018-01-02 21:36:33,139,80
2018-01-02 21:48:30,384,25
2018-01-02 22:06:05,522,9
2018-01-02 22:13:59,1121,45
2018-01-02 22:22:36,1103,27
2018-01-02 22:47:47,581,43
2018-01-02 23:00:11,1257,19
2018-01-02 23:01:12,1267,55
2018-01-02 23:04:41,786,51
2018-01-02 23:07:10,593,34
2018-01-02 23:16:13,506,3
2018-01-02 23:36:34,1346,11
2018-01-02 23:49:11,969,36
2018-01-02 23:52:49,8,12
2018-01-03 00:04:23,172,52
2018-01-03 00:06:10,937,48
2018-01-03 00:09:45,11,53
2018-01-03 00:27:49,682,7
2018-01-03 00:37:26,801,78
2018-01-03 00:43:24,445,41
2018-01-03 00:43:45,1316,33
2018-01-03 01:00:15,441,55
2018-01-03 01:14:21,142,28
2018-01-03 01:24:06,1375,34
2018-01-03 01:35:46,897,54
2018-01-03 01:38:14,1197,9
2018-01-03 01:44:49,1333,14
2018-01-03 01:45:38,1053,7
2018-01-03 01:47:13,1005,73
2018-01-03 01:49:34,972,35
2018-01-03 01:52:44,384,80
2018-01-03 02:06:34,471,53
2018-01-03 02:11:53,1126,50
2018-01-03 02:36:27,295,33
2018-01-03 02:40:32,271,25
2018-01-03 02:50:43,1171,41
2018-01-03 02:55:43,1083,84
2018-01-03 03:01:37,242,25
2018-01-03 03:02:24,693,50
2018-01-03 03:05:03,1343,50
2018-01-03 03:07:56,534,43
2018-01-03 03:30:26,419,45
2018-01-03 03:44:56,256,67
2018-01-03 03:47:04,193,52
2018-01-03 03:47:18,643,1
2018-01-03 03:48:21,540,47
2018-01-03 03:59:41,530,11
2018-01-03 04:06:48,228,75
2018-01-03 04:07:45,735,25
2018-01-03 04:31:30,453,1
2018-01-03 04:34:44,1450,9
2018-01-03 04:51:30,1012,74
2018-01-03 05:09:24,1024,38
2018-01-03 05:23:37,661,33
2018-01-03 05:25:41,324,64
2018-01-03 05:39:34,1024,80
2018-01-03 05:47:45,282,82
2018-01-03 05:48:05,523,50
2018-01-03 06:01:31,535,54
2018-01-03 06:19:25,759,66
2018-01-03 06:28:12,565,76
2018-01-03 06:29:39,654,67
2018-01-03 06:45:24,1334,11
2018-01-03 07:25:12,1464,36
2018-01-03 07:35:56,575,2
2018-01-03 07:36:12,1437,53
2018-01-03 07:44:09,186,53
2018-01-03 08:00:08,746,69
2018-01-03 08:01:27,596,75
2018-01-03 08:12:44,444,25
2018-01-03 08:18:30,619,30
2018-01-03 08:21:36,349,25
2018-01-03 08:23:39,1222,50
2018-01-03 08:25:31,1436,48
2018-01-03 08:30:53,897,44
2018-01-03 08:45:24,1115,15
2018-01-03 08:54:13,1101,34
2018-01-03 08:54:58,618,73
2018-01-03 08:59:38,248,38
2018-01-03 09:01:41,1307,76
2018-01-03 09:16:14,853,1
2018-01-03 09:18:19,451,52
2018-01-03 09:20:13,384,66
2018-01-03 09:26:10,450,25
2018-01-03 09:30:08,1110,70
2018-01-03 09:54:58,869,55
2018-01-03 10:02:22,226,33
2018-01-03 10:14:14,366,20
2018-01-03 10:19:50,337,80
2018-01-03 10:32:19,401,52
2018-01-03 11:03:45,1305,1
2018-01-03 11:17:48,1327,48
2018-01-03 11:21:23,1464,62
2018-01-03 11:36:34,271,50
2018-01-03 11:46:23,305,50
2018-01-03 11:53:34,671,49
2018-01-03 11:58:12,1348,11
2018-01-03 12:06:04,2,52
2018-01-03 12:06:24,1193,33
2018-01-03 12:10:11,659,16
2018-01-03 12:15:57,1386,13
2018-01-03 12:25:24,1237,60
2018-01-03 12:29:49,338,69
2018-01-03 12:31:08,785,69
2018-01-03 12:38:22,1301,25
2018-01-03 12:47:27,444,1
2018-01-03 12:54:09,306,69
2018-01-03 13:14:28,247,43
2018-01-03 13:27:05,378,17
2018-01-03 13:28:38,1261,69
2018-01-03 13:34:17,420,27
2018-01-03 13:37:33,1490,12
2018-01-03 13:39:13,446,34
2018-01-03 13:49:37,499,34
2018-01-03 13:58:10,178,11
2018-01-03 14:02:32,1361,52
2018-01-03 14:12:47,1171,64
2018-01-03 14:22:10,1110,27
2018-01-03 14:36:37,814,22
2018-01-03 14:46:44,2,50
2018-01-03 14:50:13,847,9
2018-01-03 15:25:01,112,2
2018-01-03 15:28:45,518,8
2018-01-03 15:46:16,1331,62
2018-01-03 15:56:49,1007,35
2018-01-03 16:15:42,478,11
2018-01-03 16:17:39,1453,22
2018-01-03 16:33:25,292,60
2018-01-03 16:44:48,1163,25
2018-01-03 16:47:58,395,11
2018-01-03 17:01:26,1198,74
2018-01-03 17:06:10,249,69
2018-01-03 17:09:35,1084,47
2018-01-03 17:10:49,1484,7
2018-01-03 17:23:58,551,81
2018-01-03 17:46:11,427,21
2018-01-03 17:51:28,523,73
2018-01-03 18:04:09,1198,56
2018-01-03 18:05:47,820,48
2018-01-03 18:12:17,324,33
2018-01-03 18:50:14,412,11
2018-01-03 18:58:37,998,34
2018-01-03 18:59:34,1056,38
2018-01-03 19:06:44,1388,48
2018-01-03 19:07:08,1080,52
2018-01-03 19:10:28,153,11
2018-01-03 19:16:28,401,61
2018-01-03 19:35:05,510,38
2018-01-03 19:36:07,715,70
2018-01-03 20:02:21,1367,4
2018-01-03 20:32:31,810,50
2018-01-03 20:51:09,1223,79
2018-01-03 20:55:06,1476,35
2018-01-03 21:02:34,807,50
2018-01-03 21:06:32,1160,73
2018-01-03 21:09:31,1277,73
2018-01-03 21:22:41,512,11
2018-01-03 21:30:41,228,70
2018-01-03 21:33:58,461,81
2018-01-03 21:49:41,419,53
2018-01-03 21:55:15,751,45
2018-01-03 22:28:03,615,74
2018-01-03 22:28:47,17,54
2018-01-03 22:42:00,978,7
2018-01-03 22:42:47,1414,67
2018-01-03 22:49:42,648,22
2018-01-03 22:50:58,715,45
2018-01-03 23:07:38,363,75
2018-01-03 23:11:14,705,41
2018-01-03 23:36:14,1309,18
2018-01-03 23:43:03,197,8
2018-01-03 23:44:51,226,38
2018-01-03 23:52:03,574,24
2018-01-04 00:22:11,1099,51
2018-01-04 00:47:30,93,76
2018-01-04 00:51:36,292,2
2018-01-04 00:52:41,781,54
2018-01-04 00:55:19,508,54
2018-01-04 00:57:16,820,1
2018-01-04 01:09:35,226,70
2018-01-04 01:14:11,245,35
2018-01-04 01:55:55,1011,1
2018-01-04 02:07:30,292,35
2018-01-04 02:09:00,1002,1
2018-01-04 02:44:29,678,69
2018-01-04 03:19:13,630,17
2018-01-04 03:42:22,1175,33
2018-01-04 03:48:46,897,75
2018-01-04 03:48:58,39,2
2018-01-04 03:49:14,355,53
2018-01-04 03:55:23,917,11
2018-01-04 04:07:37,131,41
2018-01-04 04:22:27,1359,51
2018-01-04 04:36:48,716,33
2018-01-04 04:52:25,467,43
2018-01-04 04:52:35,1080,7
2018-01-04 04:54:32,1154,53
2018-01-04 05:27:10,705,34
2018-01-04 05:30:08,1196,50
2018-01-04 05:52:32,1477,4
2018-01-04 05:55:52,799,33
2018-01-04 05:59:18,260,50
2018-01-04 06:07:52,1243,51
2018-01-04 06:13:37,661,62
2018-01-04 06:33:48,493,80
2018-01-04 07:11:41,1304,1
2018-01-04 07:18:42,1261,76
2018-01-04 07:20:59,419,67
2018-01-04 07:26:39,1397,69
2018-01-04 07:33:34,658,52
2018-01-04 07:37:28,758,54
2018-01-04 07:42:32,948,20
2018-01-04 07:46:15,1425,51
2018-01-04 07:51:47,889,76
2018-01-04 07:52:42,618,51
2018-01-04 08:03:05,1176,54
2018-01-04 08:09:59,646,81
2018-01-04 08:11:03,796,34
2018-01-04 08:17:17,658,41
2018-01-04 08:18:32,577,8
2018-01-04 08:24:38,614,63
2018-01-04 08:24:57,1223,62
2018-01-04 08:36:44,837,7
2018-01-04 08:41:49,1468,69
2018-01-04 08:51:33,383,71
2018-01-04 08:59:00,907,73
2018-01-04 09:01:36,687,16
2018-01-04 09:19:42,559,11
2018-01-04 09:25:33,1331,53
2018-01-04 09:28:10,1440,47
2018-01-04 09:28:49,862,45
2018-01-04 09:30:48,41,35
2018-01-04 09:38:00,287,7
2018-01-04 09:42:21,1354,38
2018-01-04 09:44:04,266,65
2018-01-04 10:14:32,828,45
2018-01-04 10:17:55,709,18
2018-01-04 10:21:38,953,43
2018-01-04 10:22:35,752,9
2018-01-04 10:35:59,441,38
2018-01-04 10:36:18,296,8
2018-01-04 10:46:33,1309,43
2018-01-04 10:48:10,390,24
2018-01-04 10:57:17,70,7
2018-01-04 11:07:12,1136,53
2018-01-04 11:14:56,1027,73
2018-01-04 11:25:51,971,25
2018-01-04 11:26:43,1424,50
2018-01-04 11:29:05,759,52
2018-01-04 11:40:57,121,11
2018-01-04 11:47:16,535,1
2018-01-04 11:53:01,133,34
2018-01-04 12:03:45,1350,61
2018-01-04 12:25:54,971,48
2018-01-04 12:26:58,810,11
2018-01-04 12:27:10,395,74
2018-01-04 13:11:30,326,55
2018-01-04 13:17:31,281,53
2018-01-04 13:19:13,673,49
2018-01-04 13:47:38,1279,62
2018-01-04 13:48:55,38,1
2018-01-04 14:37:35,1052,59
2018-01-04 14:42:33,753,61
2018-01-04 14:44:28,1171,18
2018-01-04 14:51:21,186,11
2018-01-04 14:53:16,1376,11
2018-01-04 14:58:32,1478,53
2018-01-04 15:01:57,1165,30
2018-01-04 15:02:20,1408,25
2018-01-04 15:21:11,774,25
2018-01-04 15:45:13,568,47
2018-01-04 15:51:57,78,40
2018-01-04 16:12:30,1143,2
2018-01-04 16:20:14,1105,24
2018-01-04 16:29:35,1011,0
2018-01-04 16:48:16,817,74
2018-01-04 16:51:10,1120,11
2018-01-04 16:51:10,985,34
2018-01-04 16:52:16,1352,1
2018-01-04 17:04:02,1026,53
2018-01-04 17:14:22,94,70
2018-01-04 17:27:01,1197,82
2018-01-04 17:28:46,1448,75
2018-01-04 17:39:25,1393,11
2018-01-04 17:42:55,1225,53
2018-01-04 17:50:33,1476,29
2018-01-04 18:01:25,43,3
2018-01-04 18:03:12,0,50
2018-01-04 18:04:22,1124,7
2018-01-04 18:35:26,798,22
2018-01-04 18:42:02,464,67
2018-01-04 18:47:46,624,1
2018-01-04 18:47:59,245,38
2018-01-04 18:51:14,1457,11
2018-01-04 19:03:59,1459,52
2018-01-04 19:04:54,89,60
2018-01-04 19:14:53,192,67
2018-01-04 19:23:26,1271,33
2018-01-04 19:34:03,531,20
2018-01-04 19:34:30,876,60
2018-01-04 19:36:43,1305,70
2018-01-04 19:42:46,53,51
2018-01-04 20:03:22,851,12
2018-01-04 20:06:48,507,47
2018-01-04 20:10:38,473,69
2018-01-04 20:13:00,531,7
2018-01-04 20:21:14,763,11
2018-01-04 20:26:33,489,38
2018-01-04 20:34:37,303,73
2018-01-04 20:40:47,933,69
2018-01-04 20:46:09,535,55
2018-01-04 21:10:53,63,33
2018-01-04 21:21:25,737,38
2018-01-04 21:28:41,601,41
2018-01-04 21:45:46,932,41
2018-01-04 22:05:04,27,78
2018-01-04 22:09:30,444,12
2018-01-04 22:16:00,964,70
2018-01-04 22:39:10,478,43
2018-01-04 22:40:37,1355,11
2018-01-04 22:51:16,1464,1
2018-01-04 22:53:20,1084,20
2018-01-04 22:57:08,864,73
2018-01-04 23:14:21,1255,2
2018-01-04 23:47:03,405,11
2018-01-04 23:58:03,1277,34
2018-01-05 00:05:06,113,50
2018-01-05 00:10:33,955,24
2018-01-05 00:11:44,584,24
2018-01-05 00:17:44,298,3
2018-01-05 00:35:20,715,41
2018-01-05 00:46:14,843,7
2018-01-05 00:50:45,279,76
2018-01-05 01:00:45,825,45
2018-01-05 01:11:05,1061,69
2018-01-05 01:36:41,1027,52
2018-01-05 01:47:01,618,41
2018-01-05 01:53:21,80,1
2018-01-05 02:32:50,966,69
2018-01-05 02:37:28,1111,50
2018-01-05 02:44:51,1452,52
2018-01-05 03:04:29,899,38
2018-01-05 03:14:47,1305,31
2018-01-05 03:20:48,732,35
2018-01-05 03:39:04,1463,67
2018-01-05 03:56:09,197,84
2018-01-05 04:05:58,658,34
2018-01-05 04:20:23,1360,73
2018-01-05 05:23:37,1348,35
2018-01-05 05:26:38,922,38
2018-01-05 05:29:21,33,53
2018-01-05 05:54:22,778,24
2018-01-05 05:57:28,573,31
2018-01-05 06:56:06,766,36
2018-01-05 07:15:32,773,1
2018-01-05 07:21:46,577,60
2018-01-05 07:35:49,1333,5
2018-01-05 07:38:54,411,2
2018-01-05 07:49:36,1183,1
2018-01-05 07:51:55,1158,12
2018-01-05 07:58:50,792,62
2018-01-05 08:01:33,1121,54
2018-01-05 08:26:12,34,41
2018-01-05 08:39:45,847,64
2018-01-05 08:44:17,532,80
2018-01-05 09:05:32,998,34
2018-01-05 09:13:58,1301,69
2018-01-05 09:44:36,1282,1
2018-01-05 09:50:03,922,65
2018-01-05 09:52:33,1333,69
2018-01-05 09:58:17,1424,69
2018-01-05 10:06:47,571,67
2018-01-05 10:06:57,611,43
2018-01-05 10:18:53,1343,67
2018-01-05 10:20:22,1051,1
2018-01-05 10:38:41,437,23
2018-01-05 10:39:28,1153,11
2018-01-05 10:45:40,795,1
2018-01-05 11:00:55,350,9
2018-01-05 11:01:32,129,43
2018-01-05 11:02:21,1322,35
2018-01-05 11:11:52,1196,12
2018-01-05 11:28:37,1090,7
2018-01-05 11:29:45,966,67
2018-01-05 11:31:06,990,17
2018-01-05 11:52:08,1110,64
2018-01-05 11:54:54,315,1
2018-01-05 12:13:11,500,55
2018-01-05 12:13:59,475,34
2018-01-05 12:16:54,1314,1
2018-01-05 12:18:37,581,44
2018-01-05 12:22:21,1102,73
2018-01-05 12:24:14,923,33
2018-01-05 12:24:52,847,11
2018-01-05 12:56:48,672,1
2018-01-05 12:59:50,1317,11
2018-01-05 13:18:19,261,22
2018-01-05 13:25:07,219,50
2018-01-05 13:34:52,1375,45
2018-01-05 13:43:07,796,80
2018-01-05 13:49:05,1427,74
2018-01-05 13:54:39,685,34
2018-01-05 13:57:50,737,52
2018-01-05 14:00:50,751,67
2018-01-05 14:03:21,797,55
2018-01-05 14:04:41,558,33
2018-01-05 14:41:09,1185,69
2018-01-05 14:58:08,956,73
2018-01-05 15:13:33,1319,33
2018-01-05 15:19:45,953,9
2018-01-05 15:20:52,1398,16
2018-01-05 15:27:35,256,18
2018-01-05 16:20:27,1061,12
2018-01-05 16:25:07,829,50
2018-01-05 16:38:36,1004,12
2018-01-05 16:50:09,325,52
2018-01-05 17:02:46,350,34
2018-01-05 17:10:30,647,71
2018-01-05 17:15:40,762,55
2018-01-05 17:49:12,1035,75
2018-01-05 17:50:09,653,53
2018-01-05 18:04:12,498,17
2018-01-05 18:04:18,1316,2
2018-01-05 18:13:12,126,34
2018-01-05 18:16:14,1079,30
2018-01-05 18:17:42,264,38
2018-01-05 18:18:39,577,48
2018-01-05 19:02:17,1281,35
2018-01-05 19:47:13,1054,34
2018-01-05 20:15:51,296,7
2018-01-05 20:18:17,1240,51
2018-01-05 20:27:08,471,69
2018-01-05 20:33:09,1494,67
2018-01-05 20:38:57,870,47
2018-01-05 20:52:16,1406,52
2018-01-05 20:57:17,390,53
2018-01-05 21:13:45,1015,73
2018-01-05 21:17:40,778,1
2018-01-05 21:40:52,1061,26
2018-01-05 21:41:24,931,52
2018-01-05 22:13:48,261,57
2018-01-05 22:19:35,661,50
2018-01-05 22:21:53,966,53
2018-01-05 22:26:46,825,41
2018-01-05 22:27:47,353,9
2018-01-05 22:29:44,616,67
2018-01-05 22:39:33,1022,53
2018-01-05 22:53:19,50,62
2018-01-05 22:53:32,272,1
2018-01-05 23:00:11,518,25
2018-01-05 23:13:56,796,8
2018-01-05 23:19:31,1236,11
2018-01-05 23:40:22,748,76
2018-01-05 23:40:59,825,43
2018-01-06 00:15:05,890,50
2018-01-06 00:25:28,462,35
2018-01-06 00:26:56,489,65
2018-01-06 00:40:08,895,80
2018-01-06 00:56:14,575,33
2018-01-06 01:04:47,241,52
2018-01-06 01:08:44,276,8
2018-01-06 01:20:35,789,11
2018-01-06 01:24:52,1104,70
2018-01-06 01:25:02,1137,11
2018-01-06 01:27:51,1455,35
2018-01-06 01:29:27,114,60
2018-01-06 01:36:39,1449,40
2018-01-06 02:05:46,639,22
2018-01-06 02:17:50,397,52
2018-01-06 02:27:06,839,70
2018-01-06 02:28:37,922,35
2018-01-06 02:31:48,212,73
2018-01-06 02:43:31,560,43
2018-01-06 02:48:04,1170,12
2018-01-06 02:58:30,869,34
2018-01-06 02:59:23,336,34
2018-01-06 03:15:47,477,69
2018-01-06 03:20:56,1054,48
2018-01-06 03:23:04,996,7
2018-01-06 03:28:27,1011,33
2018-01-06 03:33:33,143,51
2018-01-06 03:34:07,713,69
2018-01-06 03:34:40,1324,36
2018-01-06 03:34:56,1074,43
2018-01-06 04:14:47,402,34
2018-01-06 04:31:29,771,27
2018-01-06 04:49:05,1412,33
2018-01-06 05:01:04,140,35
2018-01-06 05:08:54,1274,67
2018-01-06 05:17:15,1447,70
2018-01-06 05:22:13,115,35
2018-01-06 05:23:29,1123,1
2018-01-06 05:24:39,1157,34
2018-01-06 05:25:09,647,28
2018-01-06 05:55:35,412,43
2018-01-06 06:03:55,437,52
2018-01-06 06:08:26,1103,17
2018-01-06 06:09:10,811,35
2018-01-06 06:18:05,420,65
2018-01-06 06:22:42,1331,64
2018-01-06 06:58:48,397,16
2018-01-06 07:19:21,114,43
2018-01-06 07:26:32,847,69
2018-01-06 07:30:14,720,62
2018-01-06 07:34:24,1178,54
2018-01-06 07:40:01,1196,76
2018-01-06 07:47:05,69,52
2018-01-06 08:18:51,1364,35
2018-01-06 08:23:43,1091,52
2018-01-06 08:33:20,229,80
2018-01-06 08:43:10,1455,78
2018-01-06 08:43:48,876,35
2018-01-06 08:45:35,953,35
2018-01-06 08:49:12,1313,3
2018-01-06 08:52:51,1062,75
2018-01-06 08:54:56,1424,69
2018-01-06 09:07:33,139,28
2018-01-06 09:18:57,471,17
2018-01-06 09:19:17,661,25
2018-01-06 09:28:10,707,20
2018-01-06 09:40:58,204,76
2018-01-06 09:51:07,1390,82
2018-01-06 09:52:49,445,2
2018-01-06 10:00:24,191,34
2018-01-06 10:10:25,396,80
2018-01-06 10:21:36,1409,75
2018-01-06 10:41:01,67,35
2018-01-06 10:45:20,1403,25
2018-01-06 10:52:07,1054,69
2018-01-06 11:05:40,378,52
2018-01-06 11:17:16,1238,28
2018-01-06 11:35:43,1088,9
2018-01-06 11:43:33,67,67
2018-01-06 12:03:38,7,7
2018-01-06 12:07:46,1110,69
2018-01-06 12:26:57,1461,50
2018-01-06 12:35:46,627,79
2018-01-06 12:36:57,767,4
2018-01-06 12:37:19,266,50
2018-01-06 12:38:22,720,38
2018-01-06 12:47:23,287,35
2018-01-06 12:59:52,719,67
2018-01-06 13:00:48,1152,80
2018-01-06 13:12:36,273,34
2018-01-06 13:13:32,1272,67
2018-01-06 13:19:47,937,69
